group,any_search_results,session_length
b,True,130.0
a,True,62.0
b,True,0.0
a,True,74.0
b,True,509.0
a,True,18.0
a,True,37.0
b,True,39.0
b,True,386.0
b,False,8.0
b,True,0.0
a,True,167.0
b,True,0.0
b,True,0.0
b,False,181.0
b,False,0.0
b,True,0.0
a,True,384.0
b,True,122.0
a,True,12.0
b,True,0.0
a,True,13.0
b,True,7.0
b,False,0.0
a,True,112.0
a,False,57.0
a,True,641.0
b,True,30.0
a,True,69.0
a,True,406.0
b,True,23.0
b,False,0.0
b,True,0.0
a,True,451.0
b,False,0.0
b,True,6.0
a,False,32.0
b,True,0.0
b,True,0.0
b,True,94.0
b,False,0.0
b,True,0.0
a,True,99.0
b,True,113.0
a,True,306.0
b,True,0.0
b,True,0.0
b,True,0.0
b,True,0.0
a,True,964.0
b,True,0.0
b,True,19.0
b,False,0.0
b,True,0.0
a,True,99.0
b,True,297.0
b,True,431.0
a,True,77.0
a,True,73.0
b,True,0.0
a,True,42.0
a,True,169.0
a,True,431.0
b,True,51.0
b,True,0.0
a,True,419.0
a,True,55.0
a,True,39.0
b,True,4.0
b,True,0.0
b,True,423.0
a,True,4.0
b,True,0.0
b,True,422.0
a,True,45.0
b,True,130.0
b,False,0.0
a,True,153.0
b,True,0.0
b,True,0.0
b,False,0.0
b,True,40.0
b,True,0.0
b,True,92.0
b,True,172.0
b,True,0.0
b,False,0.0
a,True,62.0
a,True,209.0
b,True,0.0
b,True,65.0
b,True,0.0
b,True,0.0
b,True,0.0
a,True,202.0
a,True,94.0
a,True,424.0
a,True,102.0
a,True,118.0
b,True,0.0
b,False,0.0
b,True,0.0
a,True,168.0
a,True,2.0
b,True,0.0
a,True,118.0
b,True,76.0
a,True,12.0
b,True,0.0
a,True,459.0
a,True,179.0
b,True,0.0
a,True,163.0
b,True,0.0
a,True,251.0
b,True,13.0
b,False,0.0
b,True,0.0
a,True,300.0
a,False,58.0
b,True,0.0
a,True,123.0
b,True,0.0
a,True,435.0
a,True,26.0
a,True,429.0
a,True,428.0
b,True,0.0
b,True,0.0
a,True,8.0
a,False,7.0
a,True,45.0
a,True,53.0
b,True,0.0
b,True,491.0
a,True,173.0
b,False,0.0
b,False,0.0
a,True,443.0
b,True,244.0
a,True,55.0
b,True,10.0
b,True,0.0
a,True,372.0
b,True,0.0
b,True,25.0
b,True,5.0
b,False,0.0
b,True,430.0
b,True,0.0
b,True,0.0
a,True,813.0
b,True,0.0
b,False,0.0
a,True,143.0
b,True,0.0
b,True,0.0
b,False,0.0
a,True,318.0
b,True,0.0
b,True,0.0
b,True,0.0
b,True,17.0
b,True,89.0
b,False,0.0
b,True,0.0
b,False,0.0
b,True,0.0
b,True,0.0
a,True,16.0
a,True,62.0
b,True,27.0
b,False,0.0
a,True,852.0
b,True,0.0
a,True,472.0
b,True,5.0
b,True,0.0
a,True,22.0
a,True,97.0
b,True,76.0
b,True,5.0
b,True,0.0
b,True,0.0
a,True,144.0
a,True,6.0
a,True,50.0
a,True,191.0
a,True,91.0
b,True,424.0
b,True,105.0
b,True,0.0
a,True,429.0
a,False,7.0
a,True,427.0
a,True,1883.0
a,True,264.0
a,True,13.0
b,True,0.0
b,True,0.0
a,True,4.0
b,True,0.0
b,False,25.0
b,False,0.0
b,False,0.0
a,True,424.0
b,True,150.0
b,True,22.0
b,True,0.0
a,False,54.0
a,False,130.0
a,True,29.0
b,True,0.0
a,True,235.0
b,True,0.0
b,False,0.0
a,True,191.0
b,True,0.0
a,True,55.0
a,True,67.0
b,True,0.0
b,False,0.0
b,True,0.0
b,True,0.0
a,True,17.0
b,True,0.0
b,True,423.0
b,True,6.0
a,True,16.0
b,True,0.0
a,True,427.0
a,True,215.0
b,True,0.0
b,True,69.0
a,True,73.0
b,True,0.0
a,True,28.0
a,True,5.0
a,True,236.0
b,False,0.0
a,True,38.0
a,True,89.0
b,True,429.0
a,True,8.0
b,True,0.0
b,True,432.0
a,True,125.0
a,True,81.0
b,False,0.0
a,True,258.0
b,True,0.0
a,True,686.0
a,True,22.0
a,True,35.0
b,True,362.0
b,True,0.0
b,False,0.0
a,True,353.0
a,True,16.0
a,True,50.0
b,True,0.0
b,True,31.0
a,True,362.0
a,True,32.0
a,True,361.0
a,True,397.0
b,True,427.0
a,True,60.0
b,True,0.0
b,True,0.0
b,True,8.0
a,True,4.0
b,True,10.0
a,True,36.0
b,True,65.0
b,True,0.0
b,True,0.0
a,True,442.0
a,True,115.0
a,True,443.0
b,False,0.0
a,True,65.0
a,True,68.0
a,True,201.0
b,True,0.0
b,True,0.0
a,True,23.0
a,True,6.0
b,True,0.0
b,True,0.0
a,True,42.0
a,True,8.0
b,True,63.0
b,True,0.0
b,True,16.0
b,True,184.0
a,True,29.0
a,True,19.0
a,True,19.0
b,True,0.0
b,True,0.0
a,True,49.0
b,True,368.0
b,True,0.0
b,False,0.0
a,True,42.0
b,False,0.0
b,True,0.0
a,True,473.0
a,True,424.0
b,True,0.0
b,True,430.0
a,True,370.0
a,True,985.0
a,True,42.0
a,True,7.0
b,True,23.0
b,False,0.0
a,True,15.0
b,True,0.0
a,True,247.0
b,True,0.0
b,True,4.0
b,True,0.0
a,True,116.0
b,False,0.0
b,False,0.0
a,True,196.0
b,True,0.0
b,False,0.0
b,True,0.0
b,True,0.0
b,True,0.0
b,True,0.0
b,True,0.0
b,True,12.0
b,True,0.0
b,True,18.0
b,True,0.0
b,True,0.0
b,True,0.0
b,False,0.0
a,True,359.0
a,True,75.0
a,True,424.0
b,True,0.0
b,True,0.0
a,True,487.0
a,True,124.0
a,True,137.0
a,True,81.0
b,True,0.0
b,True,125.0
b,True,0.0
a,True,6.0
a,True,136.0
b,False,0.0
b,True,0.0
a,True,244.0
b,True,0.0
a,True,328.0
b,True,0.0
a,True,987.0
b,False,21.0
a,True,432.0
b,True,0.0
a,True,176.0
a,True,833.0
b,False,0.0
a,True,225.0
a,True,134.0
a,True,209.0
b,False,0.0
b,True,0.0
a,True,64.0
a,True,104.0
a,True,419.0
b,True,0.0
b,True,36.0
a,True,432.0
a,True,152.0
a,True,546.0
a,True,28.0
a,True,23.0
a,True,517.0
b,False,0.0
a,True,23.0
b,True,0.0
b,True,0.0
a,True,437.0
a,True,425.0
b,True,0.0
b,True,0.0
b,False,0.0
a,True,46.0
b,True,442.0
a,True,64.0
b,True,0.0
a,True,98.0
a,True,176.0
b,True,0.0
b,True,0.0
a,True,34.0
a,True,423.0
b,True,13.0
b,True,0.0
b,False,0.0
b,True,0.0
b,True,104.0
b,True,0.0
a,True,43.0
a,True,97.0
b,True,0.0
a,True,24.0
b,False,0.0
a,True,108.0
a,True,322.0
b,True,0.0
b,False,0.0
a,True,424.0
a,True,578.0
b,True,23.0
b,False,0.0
b,False,0.0
b,True,434.0
a,False,22.0
a,True,23.0
b,True,0.0
a,True,263.0
a,True,425.0
b,True,0.0
b,True,0.0
a,True,949.0
b,True,0.0
a,True,45.0
b,True,122.0
b,False,3.0
b,True,97.0
a,True,255.0
b,True,231.0
b,True,0.0
b,True,26.0
b,True,0.0
b,True,0.0
a,True,527.0
a,True,62.0
a,True,70.0
a,False,49.0
a,True,28.0
b,True,0.0
b,True,0.0
a,True,43.0
b,True,0.0
a,True,9.0
b,False,0.0
b,True,0.0
b,False,3.0
b,False,46.0
a,True,34.0
a,True,425.0
a,True,36.0
b,True,0.0
a,True,30.0
a,True,426.0
b,True,0.0
b,True,0.0
a,True,592.0
b,True,0.0
b,True,0.0
a,True,81.0
b,True,0.0
b,True,0.0
b,True,437.0
b,True,0.0
a,False,644.0
b,True,11.0
b,False,0.0
b,True,11.0
a,True,35.0
a,True,1364.0
a,True,61.0
b,True,52.0
b,True,18.0
a,True,2869.0
b,True,417.0
a,True,12.0
b,True,13.0
a,False,1227.0
b,True,0.0
b,True,0.0
a,True,832.0
a,False,495.0
b,True,0.0
b,True,0.0
b,True,0.0
b,True,0.0
a,True,97.0
a,True,9.0
b,True,0.0
b,True,0.0
a,True,453.0
b,True,0.0
b,True,44.0
b,False,0.0
b,True,154.0
b,True,0.0
a,True,62.0
b,True,0.0
a,True,22.0
b,True,0.0
a,True,7.0
b,True,0.0
b,True,761.0
b,True,0.0
a,True,481.0
a,True,559.0
b,True,0.0
a,True,383.0
b,True,0.0
a,True,127.0
a,True,25.0
b,True,0.0
b,False,17.0
b,True,59.0
a,True,59.0
b,True,90.0
b,False,16.0
a,True,229.0
b,True,13.0
b,False,0.0
b,True,0.0
b,True,0.0
a,True,316.0
b,True,0.0
b,False,0.0
b,True,427.0
b,False,11.0
b,True,0.0
b,True,0.0
b,True,35.0
a,True,394.0
a,True,595.0
b,True,0.0
a,False,11.0
a,True,39.0
a,True,50.0
a,True,185.0
a,True,426.0
b,True,0.0
a,True,556.0
a,True,23.0
b,True,0.0
a,True,162.0
b,True,21.0
a,True,12.0
a,True,584.0
b,True,0.0
b,False,0.0
a,True,435.0
b,True,0.0
a,True,5.0
b,False,0.0
a,True,432.0
b,True,186.0
b,True,0.0
b,False,0.0
b,True,0.0
a,True,101.0
a,True,24.0
a,True,46.0
b,True,0.0
b,True,542.0
a,True,422.0
a,True,428.0
a,True,26.0
b,True,4.0
a,True,122.0
a,True,136.0
b,True,447.0
a,True,33.0
a,True,623.0
b,True,9.0
a,True,13.0
a,True,99.0
b,True,0.0
a,True,24.0
b,True,0.0
b,True,0.0
b,True,16.0
b,True,0.0
a,True,74.0
b,True,0.0
a,True,2.0
a,True,23.0
b,False,0.0
b,True,0.0
b,True,141.0
b,True,82.0
b,True,0.0
b,True,0.0
b,True,0.0
b,False,0.0
b,True,0.0
a,True,150.0
a,True,592.0
a,True,28.0
b,False,0.0
a,True,37.0
a,True,19.0
b,True,43.0
a,True,18.0
b,True,0.0
b,True,0.0
a,True,41.0
a,True,103.0
b,True,0.0
b,True,1.0
a,True,440.0
a,True,423.0
b,True,0.0
b,True,0.0
a,True,38.0
a,True,531.0
a,True,201.0
a,True,1101.0
a,True,110.0
a,True,868.0
b,True,0.0
b,True,0.0
b,True,0.0
b,False,0.0
b,True,0.0
b,True,423.0
b,True,0.0
b,True,10.0
a,True,9.0
a,True,16.0
a,True,35.0
b,True,0.0
b,True,330.0
b,True,0.0
b,True,0.0
b,True,0.0
b,True,3.0
a,True,1024.0
b,False,313.0
a,True,163.0
a,True,19.0
a,True,2075.0
a,True,88.0
a,True,41.0
a,False,118.0
b,True,0.0
a,True,63.0
a,True,159.0
b,True,152.0
a,True,34.0
b,True,77.0
a,True,73.0
a,True,26.0
b,False,0.0
a,True,8.0
a,True,101.0
b,True,9.0
a,True,132.0
b,False,0.0
a,True,87.0
a,True,561.0
a,True,421.0
a,True,108.0
b,True,6.0
a,True,265.0
b,True,2.0
a,True,61.0
b,True,0.0
b,True,4.0
b,True,0.0
a,True,539.0
b,True,0.0
b,False,0.0
b,True,0.0
b,True,0.0
b,True,10.0
b,False,7.0
b,True,423.0
a,False,106.0
b,True,0.0
b,True,69.0
a,True,34.0
b,True,0.0
b,True,357.0
a,True,183.0
a,True,265.0
a,True,239.0
b,True,0.0
a,True,53.0
a,True,50.0
b,True,0.0
a,True,25.0
a,True,141.0
b,False,0.0
b,True,0.0
a,True,49.0
a,True,146.0
a,True,23.0
b,True,149.0
b,True,0.0
a,True,468.0
a,True,428.0
b,False,0.0
a,True,207.0
b,True,0.0
a,True,11.0
a,True,69.0
b,True,0.0
a,True,137.0
b,True,0.0
b,True,0.0
b,True,0.0
b,True,0.0
a,True,97.0
a,True,123.0
a,True,13.0
b,True,20.0
b,True,41.0
a,True,181.0
b,True,37.0
b,True,0.0
b,True,33.0
b,True,0.0
a,True,216.0
b,True,0.0
a,True,27.0
b,True,0.0
b,True,33.0
b,True,0.0
a,True,12.0
b,True,0.0
a,True,75.0
a,True,355.0
a,True,99.0
b,True,0.0
a,True,20.0
a,True,2.0
b,True,13.0
a,True,117.0
b,True,0.0
a,True,28.0
b,False,0.0
a,True,146.0
a,True,69.0
a,True,70.0
a,True,1405.0
a,True,335.0
b,True,125.0
a,False,12.0
a,True,93.0
b,False,0.0
a,True,136.0
a,True,374.0
b,True,0.0
a,True,423.0
a,True,39.0
a,True,243.0
a,True,54.0
a,True,332.0
b,True,38.0
a,True,105.0
b,True,0.0
a,True,95.0
b,True,423.0
b,False,46.0
a,True,588.0
a,True,469.0
b,True,0.0
b,True,279.0
a,True,1030.0
b,True,0.0
a,True,124.0
b,True,427.0
a,True,413.0
b,True,0.0
a,True,23.0
a,True,70.0
b,True,0.0
b,True,460.0
b,True,0.0
b,True,0.0
a,True,438.0
a,False,14.0
b,True,0.0
b,False,0.0
b,False,0.0
a,True,64.0
a,True,268.0
b,False,0.0
b,True,421.0
b,False,0.0
b,True,0.0
b,False,0.0
b,True,0.0
a,True,9.0
b,False,0.0
b,False,0.0
a,True,68.0
a,True,349.0
b,False,0.0
b,True,23.0
a,True,1016.0
a,True,222.0
b,True,17.0
b,True,0.0
b,True,0.0
a,True,65.0
b,True,0.0
a,True,36.0
b,True,0.0
a,True,15.0
a,True,23.0
a,True,128.0
a,True,713.0
b,True,60.0
b,True,0.0
a,True,19.0
a,True,60.0
b,True,0.0
b,True,45.0
b,False,0.0
b,True,459.0
b,False,0.0
a,True,203.0
a,True,32.0
a,False,26.0
a,True,491.0
a,True,748.0
b,True,0.0
b,True,9.0
a,True,58.0
b,True,0.0
a,True,39.0
b,True,0.0
a,True,454.0
b,True,0.0
b,True,0.0
b,True,416.0
b,True,0.0
b,True,464.0
b,True,0.0
b,True,0.0
b,True,6.0
b,True,0.0
b,True,0.0
b,True,0.0
b,False,0.0
b,True,13.0
a,True,78.0
b,False,0.0
a,True,609.0
b,False,0.0
b,True,0.0
a,False,37.0
a,True,20.0
b,True,0.0
b,True,0.0
b,True,0.0
a,True,45.0
b,True,0.0
b,True,4.0
b,True,0.0
a,True,430.0
b,True,0.0
b,True,0.0
b,True,0.0
a,True,43.0
a,True,443.0
b,True,16.0
a,True,71.0
a,True,19.0
a,True,452.0
a,True,437.0
a,True,65.0
b,False,4.0
b,False,0.0
b,True,104.0
b,True,0.0
b,True,0.0
a,True,22.0
a,True,672.0
b,True,0.0
b,True,48.0
b,True,0.0
b,True,437.0
a,True,202.0
a,False,24.0
a,True,25.0
b,True,0.0
a,False,10.0
a,True,133.0
b,True,0.0
b,True,0.0
a,True,14.0
b,True,0.0
b,True,0.0
a,True,821.0
b,True,0.0
a,True,126.0
b,True,27.0
b,True,0.0
b,True,0.0
a,True,337.0
b,True,62.0
a,True,54.0
b,True,0.0
b,True,0.0
a,True,60.0
b,False,0.0
b,True,0.0
b,True,0.0
b,True,93.0
a,True,118.0
a,False,35.0
b,True,0.0
b,True,0.0
b,False,0.0
b,True,24.0
a,True,273.0
a,True,203.0
b,True,483.0
b,True,0.0
a,True,17.0
b,True,0.0
b,True,0.0
a,True,1584.0
b,True,429.0
b,True,0.0
b,True,0.0
a,True,774.0
b,True,0.0
b,True,0.0
a,True,4.0
b,True,0.0
b,True,0.0
b,True,426.0
b,True,0.0
b,True,0.0
b,True,0.0
b,True,0.0
a,True,54.0
b,True,43.0
b,True,0.0
a,True,272.0
a,True,268.0
b,True,0.0
b,False,0.0
b,False,231.0
b,True,187.0
b,True,0.0
a,True,178.0
b,True,0.0
a,False,15.0
b,True,0.0
b,True,423.0
b,True,0.0
a,True,9.0
b,True,456.0
a,True,433.0
a,True,191.0
b,True,2.0
b,True,0.0
b,False,0.0
b,True,363.0
a,True,443.0
a,True,145.0
b,True,34.0
b,True,0.0
b,False,0.0
a,False,8.0
b,True,0.0
b,False,0.0
a,True,163.0
b,True,0.0
a,True,5.0
b,True,436.0
b,False,0.0
a,True,38.0
b,False,0.0
a,True,33.0
b,False,0.0
b,True,26.0
a,True,21.0
b,True,121.0
b,True,0.0
a,True,860.0
a,True,65.0
a,True,382.0
b,True,0.0
a,True,121.0
b,True,21.0
b,False,142.0
b,True,0.0
b,False,0.0
a,True,9.0
b,True,0.0
a,True,56.0
a,True,22.0
a,True,44.0
b,True,38.0
b,True,3.0
a,True,766.0
a,True,619.0
a,True,20.0
a,True,36.0
b,False,0.0
b,True,0.0
a,True,649.0
b,True,0.0
a,True,435.0
b,True,0.0
b,True,0.0
b,True,5.0
a,True,12.0
a,True,33.0
a,True,18.0
b,True,13.0
b,True,0.0
b,True,0.0
a,True,833.0
a,True,435.0
a,True,527.0
b,True,0.0
b,True,0.0
a,True,100.0
b,True,32.0
b,True,0.0
a,True,969.0
b,True,71.0
a,True,251.0
b,True,203.0
b,True,425.0
b,True,439.0
a,True,34.0
a,True,685.0
a,True,56.0
a,True,49.0
b,True,5.0
b,True,70.0
b,False,0.0
a,True,26.0
b,True,0.0
b,True,0.0
b,True,0.0
a,True,558.0
a,True,9.0
b,True,0.0
b,True,186.0
a,True,21.0
a,True,432.0
b,True,0.0
a,False,19.0
a,True,230.0
b,False,0.0
b,True,4.0
a,True,45.0
b,True,0.0
a,True,456.0
a,True,182.0
a,True,9.0
a,True,330.0
a,True,26.0
b,True,149.0
b,True,0.0
b,True,0.0
b,True,16.0
b,True,0.0
b,True,0.0
a,True,28.0
b,True,0.0
b,True,19.0
a,True,20.0
a,True,122.0
b,True,0.0
a,True,113.0
b,True,430.0
b,True,0.0
a,True,56.0
a,True,287.0
a,True,541.0
a,True,375.0
a,True,429.0
b,True,0.0
b,True,66.0
b,True,0.0
b,True,447.0
a,True,71.0
a,True,248.0
b,False,0.0
a,True,35.0
a,True,243.0
a,True,317.0
b,False,0.0
a,True,520.0
b,True,0.0
a,True,601.0
a,True,84.0
b,True,0.0
b,True,360.0
a,True,109.0
b,True,0.0
b,True,0.0
b,True,94.0
a,True,307.0
a,True,17.0
b,False,0.0
b,True,0.0
a,True,35.0
b,True,103.0
b,True,0.0
b,True,0.0
b,True,208.0
a,True,794.0
a,True,187.0
a,True,543.0
a,True,182.0
a,True,31.0
b,True,75.0
a,True,437.0
a,True,120.0
b,True,0.0
b,True,0.0
a,True,65.0
b,True,0.0
a,True,13.0
a,True,10.0
b,True,0.0
b,False,0.0
b,True,12.0
a,True,438.0
b,True,25.0
a,True,215.0
b,True,46.0
a,True,29.0
a,True,55.0
a,True,583.0
b,True,32.0
b,False,0.0
b,True,47.0
b,True,0.0
b,True,0.0
a,True,931.0
a,True,60.0
a,True,38.0
b,False,0.0
b,True,0.0
b,True,0.0
b,False,1.0
b,True,424.0
a,True,211.0
b,False,0.0
a,True,107.0
a,True,89.0
b,True,0.0
b,False,0.0
a,True,237.0
b,True,17.0
b,True,0.0
a,True,427.0
b,True,0.0
b,True,0.0
b,False,0.0
b,True,20.0
b,False,0.0
a,True,242.0
b,True,0.0
b,True,0.0
b,False,0.0
b,True,0.0
a,True,551.0
b,True,0.0
b,True,0.0
a,True,428.0
a,True,13.0
b,True,0.0
b,True,0.0
b,True,513.0
a,True,18.0
a,True,437.0
b,True,0.0
a,True,515.0
b,True,0.0
b,True,0.0
a,True,88.0
b,False,0.0
b,True,0.0
b,True,3.0
a,True,237.0
a,True,57.0
b,True,0.0
b,True,155.0
b,True,0.0
a,True,66.0
b,True,0.0
b,True,0.0
a,True,24.0
a,True,6.0
a,True,179.0
b,True,84.0
b,True,0.0
a,True,557.0
a,True,1184.0
a,True,297.0
b,True,423.0
a,True,60.0
a,True,32.0
b,True,0.0
a,True,125.0
b,True,0.0
b,True,32.0
a,True,110.0
a,True,66.0
a,True,270.0
a,True,419.0
b,True,0.0
b,True,0.0
b,True,10.0
b,True,305.0
a,True,435.0
a,True,62.0
a,True,246.0
b,True,0.0
b,True,0.0
b,True,0.0
a,True,253.0
b,True,472.0
a,True,472.0
a,True,435.0
b,True,0.0
a,True,433.0
b,True,0.0
b,True,7.0
b,True,12.0
b,True,0.0
b,True,0.0
b,True,0.0
a,True,30.0
b,True,0.0
b,True,17.0
b,True,0.0
a,True,96.0
a,True,932.0
b,True,0.0
b,False,0.0
b,True,0.0
a,True,467.0
b,True,212.0
b,True,0.0
b,True,7.0
b,True,0.0
b,True,0.0
a,True,53.0
b,True,0.0
b,True,0.0
b,True,33.0
b,True,151.0
a,True,64.0
b,True,0.0
a,True,382.0
a,True,377.0
b,False,0.0
a,True,111.0
a,True,451.0
b,True,0.0
a,True,96.0
b,True,0.0
b,True,0.0
a,True,38.0
b,True,0.0
b,True,0.0
a,True,45.0
a,True,242.0
b,False,0.0
b,True,8.0
b,True,0.0
b,True,0.0
b,True,0.0
b,True,27.0
b,False,0.0
b,True,451.0
a,True,36.0
b,True,127.0
b,True,0.0
b,True,0.0
a,True,15.0
b,True,0.0
a,True,482.0
a,True,8.0
b,True,0.0
b,True,0.0
b,True,0.0
b,True,0.0
a,True,3.0
a,True,66.0
a,True,612.0
a,True,530.0
b,True,0.0
b,True,0.0
a,True,114.0
b,True,0.0
a,True,25.0
b,True,0.0
a,True,254.0
a,True,97.0
b,True,11.0
b,True,0.0
b,True,0.0
b,True,0.0
b,True,0.0
b,True,14.0
b,True,0.0
b,True,0.0
b,False,0.0
b,True,12.0
b,True,0.0
a,True,118.0
a,True,545.0
a,True,348.0
b,True,17.0
a,True,264.0
b,True,3.0
b,True,0.0
b,True,3.0
b,True,12.0
b,True,0.0
a,True,28.0
b,True,0.0
b,True,0.0
b,True,0.0
b,True,0.0
a,True,555.0
b,True,0.0
b,True,0.0
b,True,0.0
b,False,0.0
b,True,0.0
b,True,0.0
a,True,48.0
b,True,0.0
a,True,494.0
a,True,432.0
a,True,1157.0
a,True,426.0
a,True,14.0
a,True,149.0
a,True,159.0
b,True,0.0
a,True,17.0
b,True,0.0
b,True,0.0
b,True,0.0
b,True,69.0
b,True,0.0
b,True,0.0
a,True,67.0
b,True,0.0
a,True,553.0
a,True,431.0
b,True,0.0
b,True,0.0
a,True,309.0
a,True,56.0
a,True,58.0
b,True,0.0
a,True,221.0
b,True,0.0
b,True,472.0
a,True,49.0
a,True,45.0
b,True,0.0
a,True,186.0
b,True,0.0
a,True,3.0
a,True,100.0
b,True,0.0
b,True,0.0
a,False,21.0
b,True,36.0
b,True,5.0
b,True,14.0
b,False,0.0
b,True,0.0
b,True,13.0
b,True,248.0
b,True,235.0
b,True,0.0
b,True,2.0
b,True,0.0
b,True,0.0
b,True,141.0
b,True,0.0
a,False,544.0
a,False,68.0
b,True,0.0
b,False,0.0
b,True,0.0
a,True,5.0
b,True,0.0
b,True,1.0
b,True,307.0
a,True,212.0
a,True,65.0
a,True,892.0
b,True,0.0
b,True,0.0
b,True,498.0
a,True,318.0
a,True,240.0
b,False,0.0
b,True,0.0
b,True,0.0
b,True,0.0
a,True,39.0
a,True,13.0
b,True,0.0
a,True,297.0
a,False,46.0
b,True,0.0
b,False,0.0
b,False,0.0
a,True,220.0
b,True,0.0
b,True,18.0
b,True,0.0
a,True,901.0
a,True,46.0
a,True,195.0
b,True,0.0
a,True,301.0
a,True,320.0
a,True,367.0
b,True,0.0
b,True,0.0
a,True,411.0
b,True,14.0
b,True,0.0
a,True,445.0
b,True,0.0
a,True,41.0
b,True,0.0
a,True,121.0
a,True,173.0
a,True,546.0
a,False,40.0
a,True,4.0
a,True,54.0
b,True,0.0
b,True,0.0
b,False,0.0
b,True,0.0
b,True,0.0
b,True,0.0
b,True,0.0
b,False,0.0
a,True,443.0
a,True,48.0
b,False,0.0
a,True,20.0
b,True,0.0
b,True,43.0
b,True,0.0
b,False,13.0
a,True,455.0
b,True,0.0
a,True,57.0
b,True,5.0
a,True,195.0
b,False,0.0
b,True,0.0
b,True,0.0
b,True,0.0
a,True,541.0
b,True,32.0
b,True,378.0
b,True,0.0
a,True,229.0
a,True,64.0
a,True,107.0
b,True,10.0
a,True,67.0
b,True,0.0
a,True,67.0
a,True,434.0
a,True,30.0
b,True,27.0
b,True,0.0
b,True,0.0
a,True,28.0
b,True,32.0
b,True,0.0
b,False,0.0
a,True,905.0
b,True,0.0
b,True,430.0
b,True,0.0
a,False,10.0
a,True,363.0
b,True,26.0
b,True,0.0
a,True,426.0
b,True,0.0
a,True,43.0
b,False,0.0
a,True,409.0
b,False,6.0
a,True,227.0
b,True,586.0
a,True,4.0
a,True,870.0
a,True,357.0
a,True,587.0
b,True,61.0
b,True,0.0
a,True,24.0
b,True,0.0
a,True,17.0
a,True,93.0
b,True,0.0
b,True,46.0
a,True,24.0
b,True,0.0
b,False,0.0
a,True,1108.0
b,True,23.0
a,True,21.0
a,True,58.0
b,True,210.0
b,False,0.0
b,True,0.0
b,True,0.0
b,True,0.0
a,True,119.0
a,True,21.0
b,False,0.0
a,True,35.0
a,True,744.0
b,True,0.0
a,True,365.0
b,True,8.0
b,True,0.0
b,True,0.0
a,True,479.0
a,True,94.0
b,True,12.0
b,True,62.0
a,True,8.0
a,True,535.0
b,False,0.0
b,False,0.0
b,True,24.0
b,True,12.0
b,True,79.0
a,True,8.0
b,True,0.0
b,True,304.0
b,True,0.0
a,True,251.0
a,True,449.0
b,True,0.0
a,True,583.0
b,True,0.0
a,True,92.0
b,True,85.0
a,True,36.0
b,True,247.0
b,True,12.0
a,True,367.0
a,True,89.0
b,True,421.0
a,True,200.0
b,True,0.0
a,True,304.0
b,False,0.0
b,False,0.0
b,False,0.0
a,True,249.0
a,True,27.0
a,True,334.0
b,True,16.0
b,True,50.0
b,True,0.0
a,True,6.0
b,False,0.0
b,True,0.0
b,False,0.0
a,True,164.0
a,True,134.0
b,True,0.0
a,True,17.0
b,True,0.0
b,True,3.0
a,True,8.0
b,False,0.0
b,True,14.0
b,True,0.0
a,True,8.0
a,True,4.0
b,True,0.0
a,True,64.0
b,True,0.0
b,True,0.0
b,True,0.0
a,True,478.0
a,True,499.0
b,True,0.0
b,True,0.0
b,False,0.0
a,True,90.0
a,True,45.0
b,True,0.0
a,True,4.0
a,True,126.0
a,True,503.0
a,True,12.0
b,True,427.0
a,True,11.0
a,True,37.0
b,False,0.0
b,True,0.0
b,True,0.0
a,True,842.0
b,True,0.0
a,True,125.0
a,True,62.0
b,True,0.0
b,True,0.0
b,True,0.0
a,True,148.0
a,True,438.0
a,True,151.0
a,True,502.0
b,True,0.0
a,True,114.0
b,True,205.0
b,True,0.0
a,True,73.0
b,True,0.0
b,False,0.0
b,True,0.0
b,True,13.0
b,True,58.0
a,True,25.0
a,True,389.0
b,True,0.0
b,True,0.0
b,True,35.0
a,True,13.0
a,True,424.0
b,True,0.0
a,False,17.0
a,True,22.0
b,True,0.0
a,True,32.0
b,True,0.0
a,True,32.0
b,False,0.0
a,True,329.0
b,True,0.0
a,True,10.0
a,True,39.0
b,True,0.0
b,True,421.0
b,True,0.0
b,True,421.0
b,True,0.0
a,True,421.0
a,True,32.0
b,True,0.0
b,True,0.0
b,True,0.0
a,True,88.0
a,True,463.0
b,True,425.0
a,True,69.0
b,True,0.0
a,True,99.0
a,True,449.0
b,True,40.0
b,True,0.0
b,False,0.0
b,False,0.0
b,True,130.0
b,True,0.0
a,True,43.0
b,True,72.0
b,False,0.0
a,True,13.0
b,True,15.0
b,True,602.0
b,False,0.0
b,False,0.0
b,False,0.0
b,True,77.0
b,False,0.0
a,True,47.0
b,False,0.0
b,False,0.0
b,True,0.0
b,True,326.0
a,True,1011.0
b,True,0.0
a,True,19.0
a,True,37.0
b,True,442.0
b,True,0.0
b,True,0.0
a,True,960.0
b,True,0.0
b,True,17.0
b,True,4.0
a,True,181.0
b,True,216.0
a,True,651.0
a,True,71.0
b,True,0.0
a,True,81.0
b,False,0.0
a,True,13.0
b,False,0.0
b,True,0.0
b,True,14.0
b,True,0.0
a,False,272.0
a,True,168.0
b,True,0.0
a,True,31.0
b,False,0.0
a,True,15.0
b,True,31.0
b,False,10.0
a,True,84.0
b,True,0.0
a,True,62.0
b,False,0.0
a,True,8.0
a,True,36.0
b,True,0.0
a,True,26.0
b,True,131.0
